iter	Passed	Remaining
1660	901669	184025
1661	902239	183487
1662	902820	182952
1663	903337	182404
1664	903839	181853
1665	904380	181310
1666	904915	180766
1667	905489	180229
1668	906048	179689
1669	906576	179143
1670	907117	178600
1671	907662	178058
1672	908277	177529
1673	908774	176977
1674	909238	176419
1675	909760	175872
1676	910307	175330
1677	910815	174780
1678	911321	174231
1679	911851	173685
1680	912363	173137
1681	912956	172604
1682	913446	172051
1683	913943	171500
1684	914384	170938
1685	914958	170401
1686	915526	169863
1687	916033	169314
1688	916603	168776
1689	917115	168228
1690	917556	167667
1691	918103	167125
1692	918629	166579
1693	919203	166042
1694	919731	165497
1695	920298	164959
1696	920810	164410
1697	921394	163875
1698	921943	163334
1699	922465	162787
1700	922943	162234
1701	923537	161700
1702	924131	161166
1703	924652	160620
1704	925221	160082
1705	925745	159536
1706	926307	158997
1707	926834	158451
1708	927378	157909
1709	927950	157371
1710	928516	156833
1711	929032	156285
1712	929561	155740
1713	930109	155199
1714	930660	154657
1715	931202	154115
1716	931756	153574
1717	932297	153031
1718	932863	152492
1719	933280	151929
1720	933848	151390
1721	934383	150847
1722	934907	150301
1723	935480	149763
1724	936031	149222
1725	936605	148684
1726	937170	148145
1727	937706	147601
1728	938280	147064
1729	938785	146515
1730	939399	145984
1731	939970	145445
1732	940585	144914
1733	941136	144372
1734	941622	143821
1735	942243	143290
1736	942810	142751
1737	943364	142210
1738	943837	141657
1739	944333	141107
1740	944859	140562
1741	945414	140021
1742	945957	139478
1743	946507	138936
1744	947043	138393
1745	947621	137855
1746	948160	137312
1747	948665	136764
1748	949225	136223
1749	949758	135679
1750	950262	135131
1751	950797	134587
1752	951378	134050
1753	951867	133500
1754	952448	132962
1755	953035	132426
1756	953600	131886
1757	954175	131348
1758	954669	130798
1759	955237	130259
1760	955799	129719
1761	956290	129169
1762	956866	128631
1763	957435	128092
1764	957940	127544
1765	958446	126996
1766	959017	126457
1767	959582	125918
1768	960149	125378
1769	960717	124838
1770	961282	124299
1771	961855	123760
1772	962349	123211
1773	962817	122658
1774	963307	122109
1775	963850	121566
1776	964382	121022
1777	964926	120480
1778	965436	119933
1779	965996	119392
1780	966554	118851
1781	967113	118311
1782	967548	117755
1783	968131	117217
1784	968697	116677
1785	969285	116140
1786	969852	115600
1787	970384	115056
1788	970921	114513
1789	971435	113967
1790	971942	113420
1791	972533	112883
1792	973140	112348
1793	973719	111809
1794	974232	111263
1795	974673	110709
1796	975211	110165
1797	975746	109622
1798	976314	109082
1799	976926	108547
1800	977460	108003
1801	978028	107463
1802	978526	106916
1803	979033	106369
1804	979547	105823
1805	980075	105279
1806	980665	104741
1807	981178	104195
1808	981703	103651
1809	982258	103110
1810	982776	102564
1811	983307	102020
1812	983840	101477
1813	984388	100935
1814	984961	100395
1815	985528	99855
1816	986067	99312
1817	986602	98768
1818	987141	98225
1819	987708	97685
1820	988266	97144
1821	988794	96600
1822	989346	96058
1823	989918	95518
1824	990491	94978
1825	991056	94438
1826	991604	93895
1827	992161	93354
1828	992711	92812
1829	993277	92271
1830	993854	91732
1831	994373	91187
1832	994934	90645
1833	995508	90105
1834	995994	89558
1835	996495	89011
1836	997068	88471
1837	997648	87932
1838	998257	87395
1839	998811	86853
1840	999360	86310
1841	999975	85774
1842	1000522	85231
1843	1001060	84688
1844	1001638	84148
1845	1002198	83607
1846	1002793	83068
1847	1003297	82522
1848	1003845	81979
1849	1004405	81438
1850	1004979	80897
1851	1005554	80357
1852	1006093	79814
1853	1006632	79270
1854	1007212	78730
1855	1007792	78190
1856	1008338	77648
1857	1008745	77094
1858	1009316	76553
1859	1009794	76006
1860	1010395	75467
1861	1010886	74920
1862	1011455	74379
1863	1012022	73838
1864	1012599	73298
1865	1013079	72750
1866	1013654	72209
1867	1014281	71672
1868	1014795	71128
1869	1015352	70585
1870	1015953	70047
1871	1016494	69503
1872	1017037	68960
1873	1017581	68417
1874	1018152	67876
1875	1018716	67335
1876	1019322	66796
1877	1019895	66255
1878	1020420	65710
1879	1020997	65170
1880	1021592	64630
1881	1022123	64086
1882	1022627	63540
1883	1023191	62999
1884	1023720	62455
1885	1024280	61913
1886	1024852	61371
1887	1025343	60825
1888	1025840	60279
1889	1026318	59732
1890	1026829	59187
1891	1027370	58644
1892	1027913	58101
1893	1028378	57554
1894	1028931	57012
1895	1029490	56469
1896	1030019	55926
1897	1030533	55381
1898	1031108	54840
1899	1031673	54298
1900	1032194	53754
1901	1032766	53212
1902	1033375	52673
1903	1033952	52132
1904	1034517	51590
1905	1034991	51043
1906	1035578	50502
1907	1036101	49958
1908	1036677	49417
1909	1037254	48875
1910	1037763	48331
1911	1038283	47787
1912	1038754	47240
1913	1039341	46699
1914	1039910	46157
1915	1040478	45615
1916	1041055	45074
1917	1041631	44532
1918	1042102	43986
1919	1042651	43443
1920	1043218	42901
1921	1043718	42356
1922	1044241	41813
1923	1044775	41269
1924	1045347	40727
1925	1045846	40183
1926	1046426	39641
1927	1046930	39097
1928	1047411	38551
1929	1047932	38007
1930	1048451	37464
1931	1049022	36922
1932	1049589	36379
1933	1050163	35838
1934	1050730	35295
1935	1051187	34749
1936	1051726	34206
1937	1052310	33665
1938	1052828	33121
1939	1053400	32579
1940	1053956	32036
1941	1054451	31492
1942	1055003	30949
1943	1055444	30403
1944	1055987	29860
1945	1056573	29319
1946	1057163	28777
1947	1057760	28235
1948	1058339	27693
1949	1058860	27150
1950	1059403	26607
1951	1059857	26062
1952	1060515	25521
1953	1061060	24978
1954	1061598	24435
1955	1062121	23892
1956	1062686	23349
1957	1063227	22806
1958	1063798	22264
1959	1064391	21722
1960	1064953	21179
1961	1065511	20636
1962	1066008	20092
1963	1066574	19550
1964	1067004	19005
1965	1067578	18462
1966	1068084	17919
1967	1068678	17376
1968	1069224	16833
1969	1069798	16291
1970	1070356	15748
1971	1070818	15204
1972	1071320	14660
1973	1071839	14117
1974	1072347	13574
1975	1072851	13030
1976	1073418	12487
1977	1074002	11945
1978	1074621	11403
1979	1075195	10860
1980	1075760	10317
1981	1076280	9774
1982	1076780	9231
1983	1077266	8687
1984	1077829	8144
1985	1078398	7602
1986	1078971	7059
1987	1079502	6516
1988	1080064	5973
1989	1080598	5430
1990	1081120	4887
1991	1081651	4343
1992	1082200	3801
1993	1082709	3257
1994	1083313	2715
1995	1083875	2172
1996	1084422	1629
1997	1084981	1086
1998	1085577	543
1999	1086130	0
