iter	MultiClass
1538	0.2246237614
1539	0.2243568976
1540	0.2241000717
1541	0.223968011
1542	0.2239560243
1543	0.2238617254
1544	0.2236190807
1545	0.2232962777
1546	0.2232773285
1547	0.2232652871
1548	0.2232518064
1549	0.2230857221
1550	0.2230381463
1551	0.2227204351
1552	0.2224875487
1553	0.2224818841
1554	0.2224003316
1555	0.2222317782
1556	0.2221881179
1557	0.2219340821
1558	0.2218312049
1559	0.2216370454
1560	0.2215159735
1561	0.2212543416
1562	0.2212495617
1563	0.2209424554
1564	0.2209339467
1565	0.220850902
1566	0.2207550391
1567	0.2206023954
1568	0.2205550866
1569	0.2204942549
1570	0.220217052
1571	0.2199862408
1572	0.219947339
1573	0.219787391
1574	0.2195810029
1575	0.2194830251
1576	0.2191909181
1577	0.2188362118
1578	0.2187985399
1579	0.2187455397
1580	0.2186967266
1581	0.218525326
1582	0.2185065264
1583	0.2183662292
1584	0.2180720342
1585	0.2178133747
1586	0.2176217536
1587	0.2174546965
1588	0.2174490729
1589	0.2173731288
1590	0.2173200477
1591	0.2170992931
1592	0.2170407276
1593	0.2168901233
1594	0.2165727655
1595	0.2164869797
1596	0.2163329435
1597	0.2160101331
1598	0.2158881946
1599	0.2157758511
1600	0.2156526512
1601	0.2153749844
1602	0.2153320065
1603	0.2152220283
1604	0.2151482322
1605	0.2150112516
1606	0.214945106
1607	0.2148132941
1608	0.2148004043
1609	0.2147588025
1610	0.2145873951
1611	0.214431881
1612	0.2141621192
1613	0.2139142943
1614	0.2135628436
1615	0.2133318864
1616	0.2133143824
1617	0.2132526252
1618	0.2132167338
1619	0.2131202018
1620	0.2128838181
1621	0.2126841457
1622	0.2124935277
1623	0.2122591407
1624	0.2122392289
1625	0.2121119491
1626	0.2119422026
1627	0.211744822
1628	0.2114754635
1629	0.2114484629
1630	0.211345099
1631	0.2111603969
1632	0.2109682823
1633	0.2108988856
1634	0.2108554016
1635	0.2108356754
1636	0.2106675532
1637	0.2106326399
1638	0.210349142
1639	0.2103471171
1640	0.2102268726
1641	0.2100385078
1642	0.2099106253
1643	0.209701754
1644	0.2094510471
1645	0.2093974049
1646	0.2091837031
1647	0.2091153035
1648	0.2088567464
1649	0.2088083758
1650	0.2087979118
1651	0.2086830689
1652	0.2085421559
1653	0.2083749102
1654	0.2082849793
1655	0.2081676418
1656	0.2079577543
1657	0.2078865033
1658	0.2078534343
1659	0.2078187769
1660	0.2075677387
1661	0.2073705296
1662	0.2073115529
1663	0.2071074224
1664	0.2069223803
1665	0.2069085041
1666	0.20673284
1667	0.2067206635
1668	0.2066146242
1669	0.2065925944
1670	0.2063844815
1671	0.2062736671
1672	0.2062113233
1673	0.2061776094
1674	0.2061130329
1675	0.2060079961
1676	0.2057300489
1677	0.2056390017
1678	0.2055792325
1679	0.2054194397
1680	0.2054112625
1681	0.2051836312
1682	0.205050845
1683	0.2050363694
1684	0.2049587874
1685	0.2049258283
1686	0.2048615328
1687	0.2047675329
1688	0.2047250548
1689	0.204646707
1690	0.2043426464
1691	0.2042718867
1692	0.2041012764
1693	0.2040065871
1694	0.2039190631
1695	0.203756363
1696	0.2035277181
1697	0.2032834286
1698	0.203182212
1699	0.2030118012
1700	0.2029704175
1701	0.2028908554
1702	0.20285358
1703	0.202709115
1704	0.2024879334
1705	0.2024642353
1706	0.2023702768
1707	0.2020934819
1708	0.2017766738
1709	0.2016929166
1710	0.2016578124
1711	0.2014459916
1712	0.2012373623
1713	0.2010685454
1714	0.2008206089
1715	0.2006879915
1716	0.2004986974
1717	0.2003627837
1718	0.2003020346
1719	0.2001591312
1720	0.2001294512
1721	0.2000243735
1722	0.1998979348
1723	0.1996575305
1724	0.1994462837
1725	0.1992318784
1726	0.1991944089
1727	0.1990404006
1728	0.1989785929
1729	0.1987755631
1730	0.1987700538
1731	0.1987146799
1732	0.1986840302
1733	0.198602597
1734	0.1984677318
1735	0.1983134509
1736	0.1981563125
1737	0.1979593629
1738	0.1978312102
1739	0.1977580287
1740	0.1977399506
1741	0.1976409439
1742	0.1975214917
1743	0.1973258245
1744	0.1973209467
1745	0.1971834339
1746	0.1970839877
1747	0.1970819779
1748	0.1969293782
1749	0.1968199427
1750	0.1967064158
1751	0.1964774248
1752	0.1963308051
1753	0.1963039988
1754	0.1961407116
1755	0.1959174541
1756	0.1958191601
1757	0.1957351558
1758	0.1957309941
1759	0.1956491154
1760	0.1956244144
1761	0.1953399854
1762	0.1952881443
1763	0.1950953905
1764	0.1950690948
1765	0.1949938158
1766	0.1949158222
1767	0.1949041285
1768	0.1948856993
1769	0.1948818751
1770	0.1948005576
1771	0.194796319
1772	0.1946167044
1773	0.1944758974
1774	0.1944590001
1775	0.19436558
1776	0.1943273749
1777	0.1942120504
1778	0.1941779924
1779	0.1941677199
1780	0.1941074524
1781	0.1940589517
1782	0.1939850986
1783	0.1939395256
1784	0.1938642942
1785	0.1937291355
1786	0.1936638101
1787	0.1935706665
1788	0.19356554
1789	0.1934006108
1790	0.1933294443
1791	0.1931847851
1792	0.192958432
1793	0.1927379384
1794	0.1926634894
1795	0.1925928228
1796	0.1925753105
1797	0.1924837413
1798	0.1923650818
1799	0.1923487914
1800	0.1923435396
1801	0.1921149213
1802	0.1919806493
1803	0.1918534098
1804	0.1917372586
1805	0.1916651086
1806	0.1915368609
1807	0.1914046362
1808	0.1912852052
1809	0.1911389977
1810	0.1911027671
1811	0.1908948606
1812	0.1907327477
1813	0.190723376
1814	0.1905577231
1815	0.1902822037
1816	0.1900931713
1817	0.1900069684
1818	0.1899184557
1819	0.1897769906
1820	0.1896549063
1821	0.1894414871
1822	0.1893240919
1823	0.1891583785
1824	0.1891539355
1825	0.1889884419
1826	0.1887315902
1827	0.1886678845
1828	0.1884862002
1829	0.1882803394
1830	0.188094731
1831	0.188061475
1832	0.1878961452
1833	0.1878817751
1834	0.1878298326
1835	0.1876596026
1836	0.1876135964
1837	0.1875966042
1838	0.187562615
1839	0.1873154916
1840	0.1872794143
1841	0.187234462
1842	0.1869647547
1843	0.1868739607
1844	0.1866433722
1845	0.1865621239
1846	0.1863688925
1847	0.1863411247
1848	0.1862398868
1849	0.1861227967
1850	0.185866683
1851	0.1856488343
1852	0.1856339681
1853	0.1855946432
1854	0.1853842485
1855	0.1853496307
1856	0.1852086117
1857	0.1850671034
1858	0.1849121462
1859	0.1848809437
1860	0.1847530045
1861	0.1846105403
1862	0.1845936399
1863	0.1844016601
1864	0.184351706
1865	0.1842427313
1866	0.1840758828
1867	0.1839615494
1868	0.1839016252
1869	0.1836995053
1870	0.1834874498
1871	0.1833910114
1872	0.1832532694
1873	0.1832352254
1874	0.1831815298
1875	0.1831121512
1876	0.1829005318
1877	0.182828193
1878	0.1827369593
1879	0.182623502
1880	0.1826043274
1881	0.1825759614
1882	0.1824408233
1883	0.1823887652
1884	0.1823654357
1885	0.1823600323
1886	0.1823535448
1887	0.182189096
1888	0.1820967852
1889	0.182043994
1890	0.1818912798
1891	0.1815993449
1892	0.1814877728
1893	0.1814168949
1894	0.1813593159
1895	0.1811857678
1896	0.1811185066
1897	0.1810099394
1898	0.1808527926
1899	0.1807926997
1900	0.1806917174
1901	0.1806561268
1902	0.1805929838
1903	0.1805638604
1904	0.180530933
1905	0.1804029231
1906	0.1803547899
1907	0.1802669805
1908	0.1802122309
1909	0.1800252981
1910	0.1800217885
1911	0.1798051471
1912	0.1797980999
1913	0.1797884933
1914	0.1797500588
1915	0.1796646738
1916	0.1795232208
1917	0.1793902468
1918	0.179320049
1919	0.1792484988
1920	0.179078943
1921	0.1790369637
1922	0.1789202131
1923	0.1787022284
1924	0.1785520678
1925	0.1785423608
1926	0.1785067912
1927	0.1782166053
1928	0.1781588265
1929	0.178021095
1930	0.17794647
1931	0.1778956177
1932	0.177769249
1933	0.177754911
1934	0.1775800388
1935	0.177457653
1936	0.1773882665
1937	0.1773725595
1938	0.1771649019
1939	0.177095914
1940	0.177064412
1941	0.1770010425
1942	0.1769458504
1943	0.1767106138
1944	0.1766101342
1945	0.1764962239
1946	0.1764440621
1947	0.1764252668
1948	0.1761929908
1949	0.1761359767
1950	0.1760804182
1951	0.1760316613
1952	0.1758292983
1953	0.1756855358
1954	0.1754710091
1955	0.1753844175
1956	0.1752514416
1957	0.1751805136
1958	0.1749957851
1959	0.1749022629
1960	0.1747533647
1961	0.1746529338
1962	0.1746342154
1963	0.1744542059
1964	0.1743343293
1965	0.1743232568
1966	0.1741461058
1967	0.1739837159
1968	0.1738091236
1969	0.1736021628
1970	0.1734383832
1971	0.1734128287
1972	0.1733569823
1973	0.1733136217
1974	0.1732624203
1975	0.1732324395
1976	0.1731633024
1977	0.1731244407
1978	0.1730619101
1979	0.1729730781
1980	0.1727405962
1981	0.1726797898
1982	0.1726457173
1983	0.1725732661
1984	0.1725116655
1985	0.1724449728
1986	0.1723023683
1987	0.1721849281
1988	0.1720692049
1989	0.1719345055
1990	0.1719037382
1991	0.171879177
1992	0.1716962205
1993	0.1714941131
1994	0.1714337503
1995	0.1713326856
1996	0.1712820263
1997	0.1711405161
1998	0.1709978786
1999	0.1709852609
