iter	MultiClass
125	1.367973782
126	1.367972329
127	1.364773493
128	1.363901932
129	1.360501918
130	1.356478269
131	1.354570638
132	1.350889471
133	1.345747127
134	1.341350574
135	1.339030628
136	1.334506337
137	1.332677827
138	1.332123947
139	1.331979165
140	1.329200133
141	1.327420945
142	1.322776631
143	1.322767683
144	1.317628442
145	1.31626808
146	1.313543259
147	1.311193719
148	1.307046951
149	1.300834674
150	1.297532804
151	1.294341957
152	1.292716903
153	1.29090938
154	1.289240825
155	1.287909126
156	1.283273998
157	1.280832524
158	1.277930467
159	1.276438374
160	1.273564952
161	1.271839046
162	1.269664116
163	1.265861659
164	1.264238164
165	1.262104542
166	1.259295787
167	1.25662729
168	1.253441466
169	1.248587491
170	1.244697645
171	1.239720066
172	1.235353738
173	1.231860901
174	1.229521073
175	1.226801471
176	1.221930132
177	1.219530098
178	1.215199002
179	1.21065255
180	1.206509542
181	1.203696616
182	1.201112939
183	1.196190664
184	1.191500603
185	1.185994896
186	1.183626778
187	1.178657851
188	1.175679598
189	1.172484845
190	1.16849427
191	1.164569917
192	1.161910417
193	1.158210057
194	1.15612185
195	1.153038485
196	1.150155422
197	1.145388821
198	1.14178987
199	1.137194856
200	1.13324585
201	1.130070281
202	1.128173407
203	1.126305374
204	1.12335581
205	1.120373811
206	1.11653711
207	1.112242566
208	1.106790487
209	1.10180233
210	1.098164991
211	1.093592734
212	1.090791257
213	1.085500802
214	1.082156523
215	1.079172456
216	1.074770261
217	1.071603003
218	1.06835659
219	1.063936218
220	1.061237213
221	1.057785033
222	1.055051028
223	1.053616334
224	1.049179871
225	1.046368832
226	1.042047501
227	1.040177447
228	1.035518231
229	1.033739202
230	1.032206212
231	1.029306336
232	1.027808111
233	1.026196233
234	1.023434847
235	1.019226992
236	1.017697715
237	1.013736612
238	1.009823012
239	1.005878159
240	1.002376351
241	0.9991194743
242	0.9959894698
243	0.9932050756
244	0.9888372665
245	0.9872066729
246	0.983769355
247	0.9809931046
248	0.9790135199
249	0.9766858541
250	0.97345704
251	0.970876
252	0.968430296
253	0.9657049026
254	0.9640972921
255	0.9603946251
256	0.9577862576
257	0.9559429362
258	0.9531629829
259	0.9500805429
260	0.9484541494
261	0.9468067264
262	0.9457575672
263	0.9437496328
264	0.9421563123
265	0.9389111114
266	0.9363871283
267	0.9328256708
268	0.931567354
269	0.9292863539
270	0.9271529191
271	0.9249631851
272	0.92357558
273	0.920488626
274	0.9185843063
275	0.9171093679
276	0.9133932726
277	0.9108747914
278	0.9090119838
279	0.9065868389
280	0.90503996
281	0.9020226619
282	0.8999504992
283	0.8972269856
284	0.894284871
285	0.8914197237
286	0.8896100245
287	0.8877259436
288	0.8860412559
289	0.883614167
290	0.8816417105
291	0.8807276737
292	0.8784903007
293	0.8753972331
294	0.8730780556
295	0.87130498
296	0.8690362577
297	0.8671838718
298	0.8657189312
299	0.8633227394
300	0.8618100341
301	0.8602834852
302	0.8582012235
303	0.8556245133
304	0.853499897
305	0.8513842771
306	0.8495576409
307	0.8477130933
308	0.8461428505
309	0.8434773461
310	0.84122806
311	0.8388251021
312	0.8370313915
313	0.8354141162
314	0.8338913329
315	0.8328780375
316	0.8317129266
317	0.8301390778
318	0.8281780651
319	0.8257128341
320	0.8255733328
321	0.8234875698
322	0.8225886676
323	0.8222815788
324	0.8201749203
325	0.8195404915
326	0.8165203048
327	0.8151538506
328	0.8133801555
329	0.8120032098
330	0.8093995418
331	0.8078308314
332	0.804563007
333	0.8032651661
334	0.8011160848
335	0.8000982732
336	0.798920779
337	0.7969280488
338	0.7951425881
339	0.7932372128
340	0.7912025896
341	0.7910268097
342	0.7902630613
343	0.7891997737
344	0.7885428635
345	0.7867502829
346	0.7851447227
347	0.7839266782
348	0.7826099955
349	0.7811076076
350	0.7801778659
351	0.7787022195
352	0.776841291
353	0.7750915104
354	0.7735998966
355	0.7718693301
356	0.7695987578
357	0.7674326225
358	0.7654821941
359	0.7652166293
360	0.7638714606
361	0.7621928791
362	0.7598514679
363	0.7595512977
364	0.757862207
365	0.7561912534
366	0.7547378987
367	0.7532416327
368	0.7504820902
369	0.7487470487
370	0.7475599446
371	0.7466285149
372	0.7446589288
373	0.7429318267
374	0.7408807422
375	0.7394706586
376	0.738111694
377	0.736571039
378	0.7357230601
379	0.7346170755
380	0.7332813971
381	0.7323104549
382	0.7313397904
383	0.73030772
384	0.7285328637
385	0.7265263051
386	0.7254899314
387	0.7238864606
388	0.7227299386
389	0.721708158
390	0.7201304257
391	0.7196694818
392	0.7189307238
393	0.7181095488
394	0.7170411093
395	0.7146323988
396	0.7128714425
397	0.7111474029
398	0.7095468321
399	0.707817987
400	0.706712817
401	0.7046541299
402	0.7037441526
403	0.7018498696
404	0.6998178754
405	0.6987589247
406	0.6969903197
407	0.6953725737
408	0.694560779
409	0.6925204182
410	0.6911473361
411	0.6901582624
412	0.6892733287
413	0.6876647676
414	0.6865114456
415	0.6853233474
416	0.6841824844
417	0.6831277236
418	0.6817220013
419	0.6806269463
420	0.6797131777
421	0.6790598342
422	0.6772836248
423	0.6755122681
424	0.6743788828
425	0.6734665002
426	0.6728171559
427	0.6710827991
428	0.6700435744
429	0.6680183936
430	0.6666504003
431	0.665615495
432	0.6635177311
433	0.6622563367
434	0.6611200763
435	0.6596090224
436	0.6584373071
437	0.6573296392
438	0.6561314003
439	0.6548473406
440	0.6535076657
441	0.6533572318
442	0.652514068
443	0.651130482
444	0.6493292592
445	0.6481795486
446	0.6473342348
447	0.6463880687
448	0.6458520177
449	0.6454623404
450	0.6446815615
451	0.6435010757
452	0.6414816437
453	0.6401698175
454	0.6390526099
455	0.638255295
456	0.6370366814
457	0.6364342418
458	0.6351715517
459	0.6345843143
460	0.6337095018
461	0.632217158
462	0.6313639522
463	0.6305600339
464	0.6299617754
465	0.6282201461
466	0.6262411509
467	0.6255738282
468	0.6252268047
469	0.6237271395
470	0.6230541177
471	0.6220139504
472	0.6210886472
473	0.6199756226
474	0.6195139292
475	0.6179942722
476	0.6161796319
477	0.6154437378
478	0.6143588771
479	0.6127309662
480	0.6118456308
481	0.6105650739
482	0.6096059215
483	0.6084084944
484	0.6079459182
485	0.6067635577
486	0.6058151167
487	0.6045165512
488	0.6030435663
489	0.6015885654
490	0.6007678262
491	0.5998452333
492	0.598778349
493	0.5981318447
494	0.5971532587
495	0.5967236275
496	0.5957815952
497	0.5947971509
498	0.5937384225
499	0.5933770094
500	0.5922633332
501	0.5908998831
502	0.5897425724
503	0.5883139325
504	0.5874233798
505	0.5863940215
506	0.5863123619
507	0.5846714581
508	0.5839895495
509	0.5821655172
510	0.5806579629
511	0.5796613849
512	0.5792073264
513	0.5784757942
514	0.5766893745
515	0.5753896501
516	0.574593853
517	0.574203248
518	0.5732620598
519	0.573071796
520	0.5719144433
521	0.5716071352
522	0.5707347573
523	0.5702998893
524	0.5690895419
525	0.5684724731
526	0.567807749
527	0.567108369
528	0.5651843538
529	0.5638289926
530	0.563349137
531	0.5624479046
532	0.5619188941
533	0.5612679171
534	0.5603312004
535	0.5595456302
536	0.558734894
537	0.5578238959
538	0.5561757693
539	0.5554264631
540	0.5551947665
541	0.554669405
542	0.5534440008
543	0.5527259773
544	0.551404398
545	0.5504420706
546	0.5495019478
547	0.5491076975
548	0.548002622
549	0.546802533
550	0.54596567
551	0.5447939582
552	0.5437448133
553	0.5429441836
554	0.5425837117
555	0.5421419363
556	0.541846325
557	0.541585618
558	0.5406911196
559	0.539456545
560	0.5386534695
561	0.5376056685
562	0.5367077653
563	0.5360508657
564	0.5351581744
565	0.5341456419
566	0.5332092129
567	0.5321866779
568	0.5304604403
569	0.5297048784
570	0.529213855
571	0.5287291785
572	0.5276932219
573	0.5273274146
574	0.5264401008
575	0.5254530846
576	0.5250414008
577	0.5237911067
578	0.5231857445
579	0.5224957153
580	0.5219287989
581	0.5212525807
582	0.5199437627
583	0.5190678224
584	0.5178528907
585	0.5170574493
586	0.5164692497
587	0.515189726
588	0.5143007796
589	0.5140708301
590	0.5139291641
591	0.5134334855
592	0.512582794
593	0.5119424202
594	0.5107047094
595	0.5092413511
596	0.5086300496
597	0.5076956523
598	0.506765104
599	0.5056099879
600	0.505245611
601	0.5046687301
602	0.5039530224
603	0.5029335049
604	0.5024604126
605	0.5020365883
606	0.5014115174
607	0.5004775717
608	0.4995423715
609	0.4989069387
610	0.498744246
611	0.4982139301
612	0.4978904281
613	0.496702508
614	0.4960086466
615	0.4951706865
616	0.4944210834
617	0.4942244197
618	0.4939278305
619	0.4931960162
620	0.4931275757
621	0.4925955545
622	0.4916835586
623	0.4914508294
624	0.4912574116
625	0.4898505417
626	0.4891269441
627	0.4884438524
628	0.4879433617
629	0.4875204369
630	0.4868065682
631	0.4859935005
632	0.4851241875
633	0.4846101389
634	0.4839260806
635	0.4826680801
636	0.481911968
637	0.4810985262
638	0.4800043261
639	0.4794204151
640	0.4789296529
641	0.4784635506
642	0.4780225121
643	0.4773380333
644	0.4767903626
645	0.4760247687
646	0.4748808133
647	0.4741318908
648	0.4736530585
649	0.472998299
650	0.4728748888
651	0.4720611801
652	0.471390885
653	0.4712156964
654	0.4707878189
655	0.4700574637
656	0.4693673254
657	0.4690868988
658	0.4684102405
659	0.4675891235
660	0.4666191093
661	0.4659516947
662	0.4653805151
663	0.4651595078
664	0.4643896075
665	0.4639791595
666	0.4636619174
667	0.4631911415
668	0.4624881713
669	0.4618060202
670	0.4617624798
671	0.4607892265
672	0.4603229521
673	0.4597225186
674	0.45906822
675	0.4585731447
676	0.4578524295
677	0.4575608209
678	0.4566779156
679	0.4562610087
680	0.456150688
681	0.4549708153
682	0.454656785
683	0.454281207
684	0.4538410052
685	0.4532429489
686	0.4526034109
687	0.4520993669
688	0.4516347533
689	0.4511597085
690	0.4504984069
691	0.4501014643
692	0.449857718
693	0.4486919174
694	0.4483901568
695	0.4476590523
696	0.4467693353
697	0.4463643212
698	0.4455558899
699	0.4451680476
700	0.444507359
701	0.4437188141
702	0.4436832983
703	0.443063296
704	0.4428080803
705	0.4422696014
706	0.4417718036
707	0.4407375917
708	0.4402948397
709	0.4397847369
710	0.4393632353
711	0.4388960448
712	0.4383645643
713	0.4381328131
714	0.4379760746
715	0.4370993582
716	0.4362183312
717	0.4355376542
718	0.4353974332
719	0.434832837
720	0.4343233836
721	0.4339173293
722	0.4335332251
723	0.433059008
724	0.4322517396
725	0.4314984614
726	0.4311725638
727	0.4306681557
728	0.4297682814
729	0.4295100859
730	0.4290434889
731	0.4285601613
732	0.4284475811
733	0.4275542566
734	0.4266639241
735	0.4258997685
736	0.425722926
737	0.4250507384
738	0.4242692399
739	0.4234732375
740	0.4226454878
741	0.4223935764
742	0.4213969523
743	0.4212897627
744	0.4210275954
745	0.4209709984
746	0.4207584881
747	0.420423108
748	0.4203575911
749	0.4197242477
750	0.4190394432
751	0.4183697697
752	0.4182210987
753	0.4179620215
754	0.4178957309
755	0.4172458721
756	0.4171002719
757	0.4167625075
758	0.4164327331
759	0.4161329144
760	0.4159064058
761	0.415432679
762	0.4151938505
763	0.4146871914
764	0.4140192117
765	0.4136875273
766	0.4134343739
767	0.4125960085
768	0.4121004292
769	0.4115155068
770	0.4109448876
771	0.4105528808
772	0.4099781958
773	0.409945246
774	0.4095898685
775	0.4088397113
776	0.4085670573
777	0.4082018128
778	0.4075873682
779	0.4075371326
780	0.407377374
781	0.4067045373
782	0.406675219
783	0.4059732882
784	0.4055079381
785	0.4046002133
786	0.4042868224
787	0.4042594841
788	0.4041808706
789	0.4037570018
790	0.4031352754
791	0.403038175
792	0.4028871087
793	0.4025753892
794	0.401920086
795	0.401576786
796	0.4013240384
797	0.4006837546
798	0.4005933672
799	0.4003742255
800	0.3999947615
801	0.3995588129
802	0.3992616141
803	0.3991272105
804	0.3986427442
805	0.398174109
806	0.397918433
807	0.3974600779
808	0.3972989757
809	0.397189585
810	0.3969489771
811	0.3967703143
812	0.3961205403
813	0.395835694
814	0.3956798404
815	0.3950862649
816	0.3947137856
817	0.3941045771
818	0.3932831567
819	0.3930239689
820	0.3923767289
821	0.391538155
822	0.3913861734
823	0.3911330148
824	0.390431888
825	0.3901026313
826	0.3894530713
827	0.3889672439
828	0.3887440693
829	0.3887179056
830	0.388585416
831	0.3885381542
832	0.3882285161
833	0.3880906533
834	0.3879200908
835	0.3878579606
836	0.3877438697
837	0.3875990357
838	0.3869425378
839	0.3865715688
840	0.3858456557
841	0.3856315276
842	0.3855102547
843	0.3845794014
844	0.3843356288
845	0.3840552801
846	0.383297482
847	0.3832068963
848	0.3831768687
849	0.3828470558
850	0.3824314932
851	0.3821368212
852	0.3813642453
853	0.3808263733
854	0.3806695151
855	0.3806051434
856	0.380125052
857	0.3797858478
858	0.3793240646
859	0.3786110992
860	0.3777820676
861	0.3770300705
862	0.377003453
863	0.3768699686
864	0.376841013
865	0.3763580952
866	0.3758446595
867	0.3754919478
868	0.3751503027
869	0.3746688424
870	0.3744922889
871	0.3744717307
872	0.3740637028
873	0.3733772374
874	0.372773163
875	0.3725915946
876	0.3721845188
877	0.3718542869
878	0.371594033
879	0.3712279489
880	0.3711749158
881	0.3708708955
882	0.3704890153
883	0.370087933
884	0.3693548959
885	0.3688409013
886	0.3683382731
887	0.368182021
888	0.3680592741
889	0.3677136172
890	0.3674125142
891	0.3670098065
892	0.3667472258
893	0.3666193181
894	0.3664919292
895	0.3662184453
896	0.3654640435
897	0.3653117243
898	0.3647236925
899	0.3644136443
900	0.3642945652
901	0.3636431441
902	0.3631843304
903	0.362663137
904	0.362084517
905	0.3615002628
906	0.3613543137
907	0.3611256579
908	0.3609246798
909	0.360665589
910	0.3603267982
911	0.359866263
912	0.3596125835
913	0.3589848824
914	0.3589674237
915	0.3587569482
916	0.358570723
917	0.358484182
918	0.3579293977
919	0.3575611194
920	0.3572411351
921	0.3566277743
922	0.3565307644
923	0.3561118489
924	0.3560916687
925	0.3558520538
926	0.3556883703
927	0.3555920154
928	0.3554077203
929	0.3552125617
930	0.3549640484
931	0.3548705587
932	0.35462762
933	0.3542862294
934	0.3536826769
935	0.3536120349
936	0.3536078322
937	0.3533556721
938	0.3526638052
939	0.3520293379
940	0.3519970609
941	0.3514047983
942	0.3509303007
943	0.3505352279
944	0.350259077
945	0.3498378613
946	0.3492404496
947	0.3489318399
948	0.3485829165
949	0.3484624309
950	0.3480753016
951	0.3474850534
952	0.346703402
953	0.3460182936
954	0.3457562596
955	0.3457180713
956	0.3453371779
957	0.345164801
958	0.3451425117
959	0.3448507008
960	0.3446507066
961	0.3445953475
962	0.3443872222
963	0.3439499255
964	0.3436826256
965	0.3432469881
966	0.3427572189
967	0.342314438
968	0.3419505777
969	0.3417527954
970	0.3414333467
971	0.3412106899
972	0.3409162079
973	0.3407333791
974	0.3403469857
975	0.3399334148
976	0.3394324254
977	0.3389199639
978	0.3383956932
979	0.3378738253
980	0.3375049196
981	0.3371937305
982	0.336874554
983	0.3363613988
984	0.3362952221
985	0.335856436
986	0.335793752
987	0.335671569
988	0.3354299982
989	0.3350565258
990	0.3346027557
991	0.334153685
992	0.3338780349
993	0.3334390701
994	0.3329862839
995	0.3326885879
996	0.3321613456
997	0.3318284876
998	0.3315996239
999	0.3315168014
1000	0.3314026448
1001	0.3312650904
1002	0.3311304172
1003	0.3306425842
1004	0.3305970389
1005	0.3302655383
1006	0.3301191282
1007	0.329884378
1008	0.3296970695
1009	0.3292658175
1010	0.3289918181
1011	0.32829027
1012	0.3280732712
1013	0.3277484868
1014	0.3273269449
1015	0.3271669249
1016	0.3269588942
1017	0.326652558
1018	0.326329869
1019	0.3259595412
1020	0.3254882075
1021	0.3250845691
1022	0.3246958674
1023	0.3244542183
1024	0.3243282227
1025	0.3242863061
1026	0.3240919692
1027	0.3239902399
1028	0.3238748823
1029	0.3235110149
1030	0.3234832403
1031	0.3232073714
1032	0.3227425674
1033	0.3226195158
1034	0.3220529966
1035	0.3215356801
1036	0.3210188565
1037	0.320637776
1038	0.3203347121
1039	0.3200100944
1040	0.3194586411
1041	0.3193672793
1042	0.3192233233
1043	0.3187441395
1044	0.3186425273
1045	0.3182837994
1046	0.3179419513
1047	0.3177174753
1048	0.3175070626
1049	0.3173214739
1050	0.3166797209
1051	0.3164261382
1052	0.3160439271
1053	0.3158516879
1054	0.3154954544
1055	0.3151948235
1056	0.314813972
1057	0.3146478057
1058	0.314285634
1059	0.3139563778
1060	0.3137746142
1061	0.3136510176
1062	0.3133600265
1063	0.3130649388
1064	0.3130002514
1065	0.312792757
1066	0.3124030223
1067	0.312342365
1068	0.3119320218
1069	0.3116867397
1070	0.3112161739
1071	0.3109119779
1072	0.3106248002
1073	0.3105414811
1074	0.31028776
1075	0.3102725534
1076	0.3095699133
1077	0.3095406643
1078	0.3090237227
1079	0.3088307538
1080	0.3087794231
1081	0.3084787896
1082	0.3080802081
1083	0.3079994516
1084	0.3078901878
1085	0.3075264485
1086	0.3074558324
1087	0.306912152
1088	0.3068393307
1089	0.3067758697
1090	0.3067408039
1091	0.3065150773
1092	0.3062014747
1093	0.3061888614
1094	0.3059864796
1095	0.3058994306
1096	0.3057218234
1097	0.3056258729
1098	0.3054823956
1099	0.305439555
1100	0.3052617598
1101	0.3051360816
1102	0.3049185936
1103	0.3046362807
1104	0.3045470616
1105	0.3044013325
1106	0.3040207651
1107	0.3037644895
1108	0.3032768227
1109	0.3030279921
1110	0.3025170893
1111	0.3022974322
1112	0.3017554634
1113	0.3015464808
1114	0.3013650416
1115	0.301246237
1116	0.3010271747
1117	0.3009734535
1118	0.3008331007
1119	0.300780612
1120	0.3004036686
1121	0.3001450367
1122	0.3000128631
1123	0.2999286311
1124	0.299764591
1125	0.2993090401
1126	0.2991623413
1127	0.2990593403
1128	0.2987978465
1129	0.2985628448
1130	0.2985058979
1131	0.2984649244
1132	0.2982925744
1133	0.2980096287
1134	0.2978820155
1135	0.2975963369
1136	0.2975591655
1137	0.2975279177
1138	0.2974204415
1139	0.297306926
1140	0.2971109951
1141	0.2967686301
1142	0.2964461451
1143	0.2961926238
1144	0.2961197166
1145	0.2958047898
1146	0.2957990942
1147	0.2956118801
1148	0.2954992269
1149	0.2950403368
1150	0.2947115976
1151	0.2946280921
1152	0.2944587354
1153	0.2943742367
1154	0.294292158
1155	0.2940352841
1156	0.2938250597
1157	0.2937337708
1158	0.2937045806
1159	0.2932428189
1160	0.2931405511
1161	0.2929235075
1162	0.2926459758
1163	0.2923130111
1164	0.2921596839
1165	0.291690001
1166	0.2916623715
1167	0.2916048404
1168	0.2910915991
1169	0.2906833256
1170	0.2905094897
1171	0.290499454
1172	0.2901505198
1173	0.2901190678
1174	0.289820808
1175	0.2894743148
1176	0.2894566628
1177	0.2894397563
1178	0.2893490877
1179	0.2890695399
1180	0.2889029458
1181	0.2887652234
1182	0.2884902422
1183	0.2884533572
1184	0.2883548227
1185	0.2881987373
1186	0.2881776176
1187	0.2880634557
1188	0.2877273159
1189	0.287701399
1190	0.2875169843
1191	0.2869037143
1192	0.2861355487
1193	0.2859232736
1194	0.2858822732
1195	0.2856771382
1196	0.2855244441
1197	0.2852433938
1198	0.2849207188
1199	0.2849113779
1200	0.2847783284
1201	0.284771188
1202	0.2846844404
1203	0.2843676212
1204	0.2839076387
1205	0.2838988149
1206	0.2834910401
1207	0.283362109
1208	0.2831858219
1209	0.2829373098
1210	0.282506684
1211	0.282270915
1212	0.2820811121
1213	0.2818577117
1214	0.2815919825
1215	0.2812595676
1216	0.2811278553
1217	0.2809782617
1218	0.2806955987
1219	0.2805346184
1220	0.280136038
1221	0.2800735479
1222	0.2797725891
1223	0.2794354286
1224	0.2791649588
1225	0.2791130495
1226	0.2788298496
1227	0.2783580142
1228	0.2781369785
1229	0.2779853203
1230	0.2777290134
1231	0.277364858
1232	0.2771248634
1233	0.2770577815
1234	0.2770065557
1235	0.2769462152
1236	0.2767568524
1237	0.2766264253
1238	0.2765866238
1239	0.2763188357
1240	0.2762487188
1241	0.2761757971
1242	0.275844843
1243	0.2755072576
1244	0.2754920945
1245	0.2749797113
1246	0.2748750485
1247	0.2748329004
1248	0.2746961804
1249	0.2743620493
1250	0.2740335079
1251	0.273920469
1252	0.2739019272
1253	0.2737497899
1254	0.2733641301
1255	0.2732600013
1256	0.2728504844
1257	0.272667944
1258	0.2722945983
1259	0.2721138993
1260	0.2718394931
1261	0.2718360915
1262	0.2714846653
1263	0.271443033
1264	0.2713384104
1265	0.2710954326
1266	0.2710096269
1267	0.2708145983
1268	0.2706286604
1269	0.2704603867
1270	0.2703060612
1271	0.2701342009
1272	0.2697727358
1273	0.2697372422
1274	0.2695555074
1275	0.2693700177
1276	0.2692965423
1277	0.2688209663
1278	0.268734896
1279	0.2686088057
1280	0.2682977791
1281	0.2682473586
1282	0.2682408032
1283	0.2681210435
1284	0.2679655574
1285	0.267914339
1286	0.2678856233
1287	0.2677278683
1288	0.2676104603
1289	0.2675502695
1290	0.2674279406
1291	0.267260199
1292	0.2670951175
1293	0.2670515897
1294	0.2668948259
1295	0.2668509449
1296	0.2668006997
1297	0.266737564
1298	0.2664698559
1299	0.2662925746
1300	0.2661639112
1301	0.265914125
1302	0.2657545002
1303	0.265620745
1304	0.2652596101
1305	0.2650173754
1306	0.2646030325
1307	0.2643100041
1308	0.2640998922
1309	0.2638066307
1310	0.263513692
1311	0.2634986122
1312	0.2632342664
1313	0.2631994415
1314	0.2631002476
1315	0.2627191084
1316	0.2624917943
1317	0.2620663887
1318	0.2618503845
1319	0.2617122449
1320	0.2616485955
1321	0.2615297169
1322	0.261373936
1323	0.2612777416
1324	0.2610445234
1325	0.2608627386
1326	0.2608545103
1327	0.2608219391
1328	0.2605978631
1329	0.2605122996
1330	0.2604549022
1331	0.2604186351
1332	0.2600354384
1333	0.2597791467
1334	0.2595373895
1335	0.2595246181
1336	0.2594449636
1337	0.259400344
1338	0.2592442556
1339	0.2588078063
1340	0.2585330912
1341	0.2584042133
1342	0.2582584774
1343	0.2579323661
1344	0.2575527946
1345	0.2573140712
1346	0.2572458081
1347	0.2569429323
1348	0.2567348963
1349	0.2564303389
1350	0.2562750973
1351	0.2562568816
1352	0.2560821597
1353	0.2557241391
1354	0.2556796627
1355	0.2554830254
1356	0.2552218181
1357	0.2551085775
1358	0.2547833704
1359	0.2547643331
1360	0.2546240436
1361	0.2546115943
1362	0.2541761159
1363	0.2537894094
1364	0.2533888972
1365	0.2530402952
1366	0.25259751
1367	0.2522688983
1368	0.2518878647
1369	0.2516360618
1370	0.251602237
1371	0.2514252716
1372	0.2512124636
1373	0.2510341596
1374	0.2509852658
1375	0.2505756169
1376	0.2505647142
1377	0.2503423662
1378	0.2501767858
1379	0.250126563
1380	0.2501042503
1381	0.2500828904
1382	0.2499945954
1383	0.2499390553
1384	0.2496277188
1385	0.2496145946
1386	0.2492683321
1387	0.2491195074
1388	0.2490260221
1389	0.2489958716
1390	0.2489213551
1391	0.2486450684
1392	0.2486022631
1393	0.248297826
1394	0.2480210755
1395	0.2476455699
1396	0.2473065747
1397	0.247036329
1398	0.2468611105
1399	0.2464413942
1400	0.246406357
1401	0.2463577264
1402	0.2460909156
1403	0.2459728408
1404	0.2458268709
1405	0.2457467554
1406	0.2455706834
1407	0.2454351937
1408	0.2452300455
1409	0.245162838
1410	0.2451507202
1411	0.245004261
1412	0.244840119
1413	0.2446355231
1414	0.2445829077
1415	0.2444230048
1416	0.2443788207
1417	0.2443342352
1418	0.2440487269
1419	0.243582614
1420	0.2434526359
1421	0.2433130688
1422	0.2431374567
1423	0.2429429268
1424	0.2428563414
1425	0.2428124927
1426	0.2427955376
1427	0.2426533548
1428	0.2425155675
1429	0.2424956791
1430	0.2423225804
1431	0.2422134974
1432	0.2419696934
1433	0.2418440723
1434	0.2416198788
1435	0.2415136679
1436	0.2414379631
1437	0.2412787465
1438	0.2410032338
1439	0.2409693427
1440	0.2407717392
1441	0.2407271917
1442	0.2405940827
1443	0.2404285824
1444	0.2404099883
1445	0.2400764189
1446	0.2400072694
1447	0.2399864187
1448	0.2397590595
1449	0.2397235559
1450	0.2394760331
1451	0.239188552
1452	0.2388832055
1453	0.238484708
1454	0.2383280544
1455	0.2378718191
1456	0.2377060585
1457	0.2376301874
1458	0.2375798681
1459	0.2374324414
1460	0.2372381477
1461	0.237164677
1462	0.2369898402
1463	0.2369850325
1464	0.2367574149
1465	0.2367416191
1466	0.2367311334
1467	0.2366871783
1468	0.2365183244
1469	0.2362507441
1470	0.2360006943
1471	0.2357548372
1472	0.2355120892
1473	0.2352742377
1474	0.2350502846
1475	0.2349748704
1476	0.2349597505
1477	0.2347240717
1478	0.2345441263
1479	0.2344056449
1480	0.2341181551
1481	0.2340739893
1482	0.2338263605
1483	0.2335314511
1484	0.2334900575
1485	0.2332027322
1486	0.2330246706
1487	0.2330014779
1488	0.2329822923
1489	0.2328902308
1490	0.2326650611
1491	0.2324224181
1492	0.2321568304
1493	0.231878722
1494	0.2317331721
1495	0.2316742182
1496	0.2316078548
1497	0.2313125644
1498	0.2310978682
1499	0.2308751767
1500	0.2308511147
1501	0.2308267209
1502	0.2305658095
1503	0.2302958625
1504	0.2302603204
1505	0.2301038207
1506	0.2300218503
1507	0.2299065897
1508	0.2299043239
1509	0.229662509
1510	0.2292858358
1511	0.2290508404
1512	0.2289946886
1513	0.2286756654
1514	0.2286660409
1515	0.2284509705
1516	0.2282415359
1517	0.2280182183
1518	0.227994996
1519	0.2278358537
1520	0.2278227553
1521	0.2278029261
1522	0.2274436665
1523	0.2272907374
1524	0.2270391515
1525	0.2269197701
1526	0.2267759533
1527	0.2266835323
1528	0.226426456
1529	0.2261980841
1530	0.226048444
1531	0.2257562596
1532	0.2256927068
1533	0.2255236116
1534	0.2253336335
1535	0.225274932
1536	0.225183345
1537	0.2248668644
